DATE,TIME,DURATION[ms],X[m/s^2],Y[m/s^2],Z[m/s^2]
2023-1-31,10:48:6.301,0,0.40222588,0.095768064,9.528923,
2023-1-31,10:48:6.317,16,0.50757074,0.02873042,9.969456,
2023-1-31,10:48:6.340,38,0.4213795,0.05746084,9.77792,
2023-1-31,10:48:6.365,64,0.4213795,0.02873042,9.873688,
2023-1-31,10:48:6.384,83,0.41180268,0.05746084,9.835381,
2023-1-31,10:48:6.398,97,0.45010993,0.08619126,9.835381,
2023-1-31,10:48:6.417,116,0.47884035,0.10534488,9.825804,
2023-1-31,10:48:6.438,137,0.47884035,0.019153614,9.816227,
2023-1-31,10:48:6.463,161,0.45010993,-0.019153614,9.816227,
2023-1-31,10:48:6.483,182,0.4309563,0.05746084,9.797073,
2023-1-31,10:48:6.497,196,0.4405331,0.11492168,9.854534,
2023-1-31,10:48:6.518,217,0.41180268,0.06703765,9.825804,
2023-1-31,10:48:6.537,236,0.45010993,0.076614454,9.816227,
2023-1-31,10:48:6.563,262,0.46926352,0.02873042,9.835381,
2023-1-31,10:48:6.579,278,0.45968673,0.076614454,9.864111,
2023-1-31,10:48:6.599,297,0.50757074,0.06703765,9.835381,
2023-1-31,10:48:6.619,318,0.45968673,0.047884032,9.825804,
2023-1-31,10:48:6.639,338,0.4309563,0.06703765,9.825804,
2023-1-31,10:48:6.664,363,0.4405331,0.06703765,9.80665,
2023-1-31,10:48:6.679,377,0.4213795,0.076614454,9.816227,
2023-1-31,10:48:6.699,398,0.45968673,0.05746084,9.835381,
2023-1-31,10:48:6.721,419,0.50757074,0.038307227,9.864111,
2023-1-31,10:48:6.746,445,0.47884035,0.05746084,9.835381,
2023-1-31,10:48:6.762,460,0.4309563,0.047884032,9.835381,
2023-1-31,10:48:6.780,479,0.4309563,0.019153614,9.77792,
2023-1-31,10:48:6.799,498,0.4309563,0.076614454,9.816227,
2023-1-31,10:48:6.818,517,0.45010993,0.047884032,9.835381,
2023-1-31,10:48:6.840,538,0.4309563,0.047884032,9.835381,
2023-1-31,10:48:6.866,564,0.47884035,0.047884032,9.835381,
2023-1-31,10:48:6.881,579,0.46926352,0.02873042,9.825804,
2023-1-31,10:48:6.899,597,0.48841715,0.076614454,9.825804,
2023-1-31,10:48:6.919,617,0.4309563,0.0,9.844957,
2023-1-31,10:48:6.947,645,0.41180268,0.06703765,9.825804,
2023-1-31,10:48:6.963,661,0.4405331,0.095768064,9.835381,
2023-1-31,10:48:6.979,678,0.45010993,0.05746084,9.816227,
2023-1-31,10:48:6.999,697,0.47884035,0.17238252,9.931149,
2023-1-31,10:48:7.18,717,0.61291564,0.5554548,10.237606,
2023-1-31,10:48:7.38,737,0.49799395,0.91937345,9.864111,
2023-1-31,10:48:7.66,765,0.19153613,0.6991069,9.461885,
2023-1-31,10:48:7.79,777,0.39264908,0.79487497,8.858546,
2023-1-31,10:48:7.99,798,0.45010993,0.6607997,10.132261,
2023-1-31,10:48:7.119,818,0.6799533,0.9576807,9.605537,
2023-1-31,10:48:7.147,846,0.6607997,1.3024458,10.141838,
2023-1-31,10:48:7.161,859,0.60333884,1.6376339,10.228029,
2023-1-31,10:48:7.179,877,0.5650316,2.834735,9.911995,
2023-1-31,10:48:7.200,898,0.641646,3.9073372,9.519346,
2023-1-31,10:48:7.220,919,0.63206923,5.00867,9.998186,
2023-1-31,10:48:7.246,945,0.5746084,5.5162406,9.969456,
2023-1-31,10:48:7.263,962,-0.23942018,5.4300494,10.658986,
2023-1-31,10:48:7.281,980,-0.36391866,5.0182467,10.084377,
2023-1-31,10:48:7.299,997,0.076614454,3.9935284,9.050082,
