DATE,TIME,DURATION[ms],X[m/s^2],Y[m/s^2],Z[m/s^2]
2023-1-31,10:48:31.814,0,0.4405331,0.10534488,9.969456,
2023-1-31,10:48:31.834,20,0.38307226,0.12449849,9.595961,
2023-1-31,10:48:31.860,46,0.30645782,0.047884032,9.624691,
2023-1-31,10:48:31.876,62,0.30645782,0.047884032,9.624691,
2023-1-31,10:48:31.893,79,0.39264908,0.05746084,9.998186,
2023-1-31,10:48:31.915,100,0.40222588,0.11492168,9.720459,
2023-1-31,10:48:31.935,121,0.38307226,0.08619126,9.835381,
2023-1-31,10:48:31.964,150,0.4405331,0.038307227,9.892841,
2023-1-31,10:48:31.980,166,0.38307226,0.05746084,9.816227,
2023-1-31,10:48:31.995,181,0.33518824,0.08619126,9.883265,
2023-1-31,10:48:32.14,200,0.41180268,0.095768064,9.825804,
2023-1-31,10:48:32.33,219,0.37349546,0.05746084,9.864111,
2023-1-31,10:48:32.53,239,0.34476504,0.047884032,9.873688,
2023-1-31,10:48:32.76,262,0.38307226,0.08619126,9.825804,
2023-1-31,10:48:32.94,280,0.39264908,0.076614454,9.844957,
2023-1-31,10:48:32.114,300,0.39264908,0.06703765,9.883265,
2023-1-31,10:48:32.134,320,0.37349546,0.08619126,9.825804,
2023-1-31,10:48:32.166,352,0.37349546,0.08619126,9.825804,
2023-1-31,10:48:32.174,360,0.33518824,0.076614454,9.844957,
2023-1-31,10:48:32.202,387,0.40222588,0.08619126,9.835381,
2023-1-31,10:48:32.215,400,0.37349546,0.06703765,9.844957,
2023-1-31,10:48:32.235,420,0.38307226,0.08619126,9.844957,
2023-1-31,10:48:32.266,452,0.41180268,0.02873042,9.835381,
2023-1-31,10:48:32.275,461,0.36391866,0.08619126,9.835381,
2023-1-31,10:48:32.301,486,0.32561144,0.076614454,9.854534,
2023-1-31,10:48:32.315,501,0.39264908,0.10534488,9.844957,
2023-1-31,10:48:32.336,521,0.41180268,0.06703765,9.835381,
2023-1-31,10:48:32.369,555,0.41180268,0.05746084,9.835381,
2023-1-31,10:48:32.374,560,0.37349546,0.047884032,9.835381,
2023-1-31,10:48:32.400,586,0.39264908,0.10534488,9.825804,
2023-1-31,10:48:32.415,601,0.36391866,0.1340753,9.844957,
2023-1-31,10:48:32.437,622,0.36391866,0.047884032,9.835381,
2023-1-31,10:48:32.470,655,0.36391866,0.019153614,9.873688,
2023-1-31,10:48:32.474,659,0.36391866,0.038307227,9.844957,
2023-1-31,10:48:32.495,680,0.39264908,0.095768064,9.835381,
2023-1-31,10:48:32.515,700,0.39264908,0.12449849,9.825804,
2023-1-31,10:48:32.542,728,0.40222588,0.06703765,9.892841,
2023-1-31,10:48:32.559,744,0.32561144,0.038307227,9.835381,
2023-1-31,10:48:32.574,760,0.36391866,0.047884032,9.873688,
2023-1-31,10:48:32.596,782,0.39264908,0.11492168,9.844957,
2023-1-31,10:48:32.615,801,0.4213795,0.10534488,9.873688,
2023-1-31,10:48:32.643,828,0.40222588,0.02873042,9.854534,
2023-1-31,10:48:32.657,842,0.40222588,0.095768064,9.844957,
